50000 100000
290 17458 4
290 38213 6
290 8524 11
290 19087 11
291 25482 18
291 18398 18
291 42519 5
291 13372 6
291 10143 17
291 35617 20
292 28640 15
292 18940 9
292 8588 11
292 40548 11
292 49738 9
293 31591 8
293 47376 11
293 35617 2
293 36267 14
293 17977 17
294 30867 5
294 37927 13
294 38708 16
294 15416 13
295 37426 19
295 32654 6
296 2466 12
296 48178 3
296 43688 16
296 8966 17
296 14214 9
296 41862 18
296 47093 14
296 26593 6
296 28960 12
296 37878 9
296 13371 18
296 27871 1
297 31410 17
298 4789 8
298 45738 4
298 35322 10
298 22052 19
299 36550 16
299 30867 1
299 45006 20
299 46529 4
299 11576 11
299 38761 8
299 16144 18
299 15569 18
300 36452 6
300 8794 6
300 16212 8
300 33232 18
300 15842 5
301 31710 18
301 27112 17
301 28968 19
302 28921 6
303 6260 16
303 47205 2
303 25859 4
303 31853 2
303 33854 3
304 17111 5
304 30262 11
304 47287 11
304 1904 7
305 2472 15
305 39203 4
305 21421 20
305 8874 11
305 19254 15
305 31460 17
305 3344 18
305 7338 4
306 19414 13
306 38632 2
307 22486 1
307 25587 1
307 14662 6
308 3801 9
308 33929 1
309 43983 2
309 45101 16
309 20820 4
309 2250 14
310 19034 20
310 30047 2
310 20140 8
310 790 5
310 31755 18
311 18483 19
311 28578 1
312 33573 6
312 30186 7
312 5832 3
312 39951 15
312 22486 2
312 3386 2
313 15839 6
313 25798 15
313 48704 10
313 15410 3
313 41136 13
314 34746 19
314 26860 12
314 48558 17
314 48780 11
314 21364 5
314 9336 10
314 40679 13
315 25033 1
315 10738 10
315 44025 10
315 31350 17
315 28888 2
315 39283 18
316 11051 12
316 40120 3
316 6120 3
317 34373 17
318 19654 1
318 1760 16
318 2480 18
319 19785 12
319 44845 17
319 38905 14
319 36504 11
320 38515 6
320 4898 4
320 49584 12
320 43489 20
320 17687 16
321 12866 4
321 15124 17
321 28998 20
322 19312 14
322 48514 3
322 6302 8
322 33439 16
322 9057 6
323 45104 19
323 9418 20
323 4831 16
323 37689 16
324 24527 2
324 34590 9
324 25966 1
324 28254 3
324 30336 1
324 27977 14
325 48398 17
325 37646 8
325 37804 14
325 9658 12
326 11354 2
327 23005 7
327 36263 11
327 46896 14
327 43337 15
327 12241 5
328 35814 10
328 36277 10
328 8220 8
328 24304 3
329 37533 6
329 5436 16
329 7331 1
329 15609 4
330 885 1
330 9540 9
330 38962 18
330 45912 2
331 17870 9
331 18349 12
331 4402 18
331 31861 14
331 32126 14
332 27379 15
332 46743 5
332 42298 20
332 29826 19
332 8112 10
332 34507 6
332 16651 19
333 28201 15
333 24777 15
333 6293 11
334 34151 16
334 20074 18
334 32669 5
334 18565 12
336 45339 9
336 35119 3
336 25269 10
337 22919 8
337 10048 10
337 9698 20
337 17184 20
338 25680 18
338 42691 16
338 20922 12
338 43003 5
338 15355 4
339 9009 9
339 38231 15
339 41738 6
339 49356 3
340 20202 17
340 7333 2
340 18618 6
340 10430 4
341 48290 11
341 37864 7
341 2686 9
341 29343 15
341 37363 5
342 17101 12
342 1809 4
342 11253 19
342 667 6
343 23564 4
343 42019 7
343 3591 4
343 13530 8
343 49238 17
343 35185 14
344 5192 11
344 35503 2
344 25372 8
344 14004 7
345 25954 10
346 5969 14
346 26732 8
346 45034 14
346 13963 8
346 25811 14
346 8662 7
347 43551 19
347 27846 19
347 844 13
348 11792 13
348 40882 1
348 20039 9
348 2106 20
348 24030 8
348 12228 8
349 36386 10
349 13257 6
349 12208 12
350 466 17
350 27174 11
350 21884 19
350 17475 3
351 2982 3
351 30906 20
351 8095 8
351 31573 12
352 4088 1
352 12602 19
352 9676 18
352 34662 10
352 27975 6
352 29537 2
353 46643 14
353 25615 3
353 40488 20
353 49044 16
355 32366 3
355 21000 6
355 9913 20
356 29411 18
356 1165 6
356 5389 1
356 15218 2
356 6864 9
357 18381 19
358 12387 16
358 21873 1
358 35662 2
358 3258 10
359 23042 1
359 30022 2
359 42262 7
360 25180 20
360 41115 7
360 37387 14
360 15968 12
361 32950 14
361 4347 12
361 28750 10
362 24958 4
363 45064 13
363 42405 17
363 29472 4
363 47465 9
364 42431 9
364 16867 1
364 39106 14
364 7722 3
364 22437 12
364 4037 12
365 17573 15
365 13654 15
365 32898 12
365 9821 8
365 16450 18
365 45641 1
365 13632 3
366 46524 12
366 20722 16
367 4394 3
367 38416 17
367 20185 12
368 41759 6
368 34365 3
368 31802 19
368 5195 17
369 16712 3
369 39124 2
369 2358 8
370 3310 19
370 25498 2
370 33951 14
370 17587 17
371 49953 15
371 30813 11
371 36762 6
371 9811 10
371 45587 11
372 761 6
372 918 16
372 11790 14
372 27195 12
373 16321 13
373 45819 10
373 5467 14
373 35607 11
373 29904 7
373 11400 3
374 17996 9
374 10081 1
374 10130 1
375 40553 16
375 22671 9
375 43307 18
376 35618 14
376 43705 6
376 2192 1
376 44632 11
376 20127 4
377 1589 10
377 31913 14
377 1177 4
377 41743 1
377 18189 11
378 21627 7
378 27139 5
379 25055 16
379 11790 14
379 44952 11
379 45926 10
380 43123 20
380 28440 13
380 20637 7
380 34065 6
380 15576 15
381 49575 19
381 13643 7
381 11876 12
381 15440 3
383 1174 1
383 49876 18
383 42755 1
383 42704 14
383 40342 8
384 5323 6
384 23939 16
384 13981 5
385 11637 3
385 34004 18
385 8101 12
385 35892 6
385 10895 7
386 31259 18
386 35050 1
386 23314 1
386 24983 7
386 41103 13
386 38284 7
386 9410 13
386 32746 4
389 14161 17
389 34978 18
390 43914 6
390 48439 1
390 41837 16
390 31498 7
390 11421 2
390 2394 11
391 16014 8
391 35185 19
391 9311 16
391 31101 15
392 18090 14
392 13096 6
392 6172 15
393 22478 5
394 22731 13
395 27416 2
395 49125 7
395 1424 18
395 19873 1
396 41273 15
396 29826 8
396 40328 17
396 34128 9
396 31142 6
396 32109 10
397 20830 7
397 16456 5
397 6303 4
398 34989 15
398 36568 8
398 18519 11
398 15211 3
398 5706 17
398 19828 13
399 20609 4
399 38703 15
400 23004 8
400 32053 10
400 38335 13
400 28869 4
400 17893 8
401 21228 4
401 3930 13
401 36092 7
401 47396 19
401 19411 9
401 21412 17
401 31974 6
402 26034 18
403 2221 2
403 7523 1
403 1155 16
403 27867 8
403 27414 18
404 9808 2
404 1008 17
404 3493 17
405 5426 9
407 19729 17
407 48776 15
407 34276 8
407 23186 17
408 41124 6
408 45294 17
408 37191 18
408 42202 15
409 31553 12
409 18800 17
409 13979 16
410 8921 20
410 44285 12
410 35602 12
410 23596 20
411 10947 3
411 21687 3
411 11871 1
412 31061 16
412 9800 6
412 29463 1
412 15063 2
412 18435 8
412 44113 16
413 5213 3
413 31822 16
413 49624 12
413 38313 7
414 681 15
414 23028 19
414 35524 15
415 37663 11
415 44556 17
416 5290 20
416 19255 14
416 32083 4
416 3077 14
416 31522 20
416 41630 3
417 9867 1
417 8502 9
417 30083 8
417 35021 17
417 27931 10
418 27026 14
418 37845 5
418 36186 9
419 25115 20
419 3582 19
419 26912 6
419 16459 4
419 16258 16
419 21848 15
419 10776 20
420 11036 4
420 34674 6
420 20750 19
420 6894 18
420 37785 11
421 38895 5
421 18914 6
422 31782 11
422 4864 19
422 41204 16
422 32883 9
423 9936 12
423 34695 10
423 41171 19
424 2687 20
424 26776 7
425 18231 14
425 18454 10
425 32167 11
425 19493 15
426 43759 16
426 15605 14
426 8369 16
426 40686 17
427 20919 16
427 33807 9
427 19280 3
427 30403 9
427 17035 8
427 48439 2
428 12206 16
428 5271 20
428 40668 16
428 47341 8
429 10995 17
429 8903 19
429 19816 20
430 19781 4
430 39328 17
430 29622 15
430 26297 13
430 35106 13
431 27246 16
431 4197 3
431 12880 3
431 30216 3
431 34062 11
431 15685 9
432 32888 19
432 24966 9
432 7861 15
433 34879 1
433 5796 5
433 28095 17
433 22192 4
433 8921 12
434 40227 12
434 33197 19
434 8098 6
434 24103 18
434 1879 7
434 43897 13
434 40017 19
434 41097 9
435 21411 9
435 14040 18
435 25059 11
436 12788 5
436 35807 20
436 30757 2
437 9698 1
437 23772 18
437 36706 1
438 48883 9
438 48722 10
438 42196 8
438 7342 3
439 11482 14
439 24161 5
439 11219 6
439 33742 8
440 12074 12
440 31327 13
440 20291 16
440 18970 17
440 26688 2
440 35767 5
441 35891 17
441 42246 19
441 6843 1
442 42594 16
442 22754 5
442 11883 7
442 38987 9
442 49438 11
443 19966 20
443 2194 16
443 7812 7
443 42873 18
443 41531 13
443 4631 18
443 17574 7
443 28734 7
444 39950 1
444 25722 15
444 44823 4
444 14877 10
445 14403 20
445 42567 10
446 15284 12
446 5152 2
446 10186 5
446 46559 15
446 38620 1
447 17090 8
447 35096 3
448 23982 10
448 3427 5
448 49222 16
448 22687 10
448 5295 1
448 39882 9
449 43450 2
449 26164 2
449 46459 1
450 38502 12
450 4361 3
450 47943 1
450 35713 10
450 29906 14
450 26106 4
451 4577 6
451 31453 10
451 9543 9
451 47744 18
452 10199 3
452 3486 15
452 25471 4
452 1292 14
452 48704 16
452 21856 8
452 46782 6
452 7959 3
452 12647 13
453 35844 16
453 48786 17
453 885 8
453 48346 5
453 46122 8
453 23229 7
453 8712 15
454 36643 7
454 17775 18
454 17787 4
454 18546 1
454 2847 2
455 9855 11
455 5651 16
455 22253 15
456 6268 15
456 39583 4
456 22993 18
456 34509 19
457 42915 12
457 6949 13
458 33259 9
458 42691 2
458 16094 15
459 44441 8
459 37443 13
459 8075 14
459 6888 12
459 33439 11
460 45013 20
460 16784 9
460 5708 6
460 28569 19
461 26331 20
461 46757 12
461 14811 16
461 18073 18
461 13392 3
461 34616 4
461 48131 3
462 39177 18
462 28330 15
462 49468 9
463 25597 14
463 40421 6
463 44462 14
464 41085 15
464 3139 1
464 21244 3
464 37084 10
465 21436 5
465 5161 1
465 34503 5
466 37878 20
466 46157 4
466 10409 14
466 7768 1
466 21812 13
466 33074 6
466 33455 5
467 12850 10
467 28493 1
467 17199 1
467 49588 15
468 22897 8
468 32430 4
468 39212 20
468 37865 7
468 33654 20
469 13893 16
469 35775 19
470 4918 9
470 34391 17
470 20312 20
471 14432 16
471 34063 20
471 36137 4
471 26472 18
472 17703 15
472 552 13
472 4519 5
472 21592 14
472 33195 15
473 15152 9
473 11758 18
473 49269 13
473 13176 20
473 4009 7
473 8140 15
473 45815 20
473 9893 3
473 14262 11
474 35219 2
474 19074 8
474 45044 6
474 47036 17
475 24619 13
475 1058 5
475 48718 5
475 17548 10
476 31612 20
476 9243 14
476 33331 4
477 46803 15
477 34404 4
477 25023 7
477 45723 20
478 4876 17
478 18925 20
478 13056 12
478 32551 15
478 29344 15
479 8778 9
479 24107 2
479 38041 5
479 3954 15
480 41086 3
480 12613 19
480 4776 6
481 33522 16
481 41135 6
481 23161 7
482 18387 20
482 49828 3
482 45291 1
483 14234 11
483 11860 12
483 4037 12
483 24324 18
483 9457 20
484 13087 9
484 14352 7
484 962 18
485 8677 18
485 19761 1
485 40288 18
486 37875 12
486 48231 20
486 18187 4
486 45028 9
486 24073 20
487 13218 6
487 12056 7
487 49134 14
487 8011 15
487 10495 1
487 42057 11
487 40112 4
487 32399 4
487 20178 4
488 41388 5
488 11345 3
488 7194 14
488 42572 19
488 42830 12
489 34248 3
489 45271 1
490 35622 2
490 1862 12
490 14811 18
490 49883 9
491 24525 5
491 28134 10
491 20821 2
491 27072 11
491 40708 4
493 13528 12
494 5503 6
495 35646 11
496 14538 14
496 37241 14
496 11535 11
496 42029 10
496 15484 2
497 23481 17
497 43204 2
497 30484 20
498 25939 16
498 14693 20
498 26749 15
498 41254 13
499 11231 13
499 10936 5
499 39714 14
501 28618 6
501 12480 16
501 22518 20
501 18521 7
501 3962 7
503 3590 20
503 3221 6
503 41603 12
503 30791 20
503 31365 12
504 505 8
504 6909 13
505 30914 15
505 13731 15
506 32596 13
506 10183 16
506 36667 1
506 37371 8
507 49518 3
508 3983 1
508 785 18
508 7443 14
508 2376 4
508 9285 2
508 12331 20
